"address_detail_pid","addr_lat","addr_lon","id","hosp_lat","hosp_lon"
GANSW703874688,-33.87109486,150.86265409,fh228,-34.03729,151.11516
GANSW703874688,-33.87109486,150.86265409,fh49,-34.077652,150.80632
GANSW703874688,-33.87109486,150.86265409,fh25,-33.77555,150.91754
GANSW703877044,-33.73038336,150.91561775,fh49,-34.077652,150.80632
GANSW703877044,-33.73038336,150.91561775,fh228,-34.03729,151.11516
GANSW703877044,-33.73038336,150.91561775,fh25,-33.77555,150.91754
GANSW703887193,-34.08144223,150.83913866,fh49,-34.077652,150.80632
GANSW703887193,-34.08144223,150.83913866,fh228,-34.03729,151.11516
GANSW703887193,-34.08144223,150.83913866,fh25,-33.77555,150.91754
GANSW703899298,-33.7592835,151.24846443,fh228,-34.03729,151.11516
GANSW703899298,-33.7592835,151.24846443,fh92,-33.419453,151.34033
GANSW703899298,-33.7592835,151.24846443,fh25,-33.77555,150.91754
GANSW703918780,-34.08127084,150.79669735,fh49,-34.077652,150.80632
GANSW703918780,-34.08127084,150.79669735,fh228,-34.03729,151.11516
GANSW703918780,-34.08127084,150.79669735,fh25,-33.77555,150.91754
GANSW703937708,-33.89306815,151.13081954,fh228,-34.03729,151.11516
GANSW703937708,-33.89306815,151.13081954,fh49,-34.077652,150.80632
GANSW703937708,-33.89306815,151.13081954,fh25,-33.77555,150.91754
GANSW703959492,-33.86680229,151.02270873,fh25,-33.77555,150.91754
GANSW703959492,-33.86680229,151.02270873,fh228,-34.03729,151.11516
GANSW703959492,-33.86680229,151.02270873,fh49,-34.077652,150.80632
GANSW703960603,-33.85696981,151.02046272,fh49,-34.077652,150.80632
GANSW703960603,-33.85696981,151.02046272,fh25,-33.77555,150.91754
GANSW703960603,-33.85696981,151.02046272,fh228,-34.03729,151.11516
GANSW703963271,-33.85958697,151.03081142,fh25,-33.77555,150.91754
GANSW703963271,-33.85958697,151.03081142,fh228,-34.03729,151.11516
GANSW703963271,-33.85958697,151.03081142,fh49,-34.077652,150.80632
GANSW703994996,-28.68664315,153.5183236,fh43,-28.637365,153.5559
GANSW703994996,-28.68664315,153.5183236,fh172,-28.59737,153.22319
GANSW703994996,-28.68664315,153.5183236,fh12,-28.863525,153.56401
GANSW704009879,-34.02588035,151.01132786,fh49,-34.077652,150.80632
GANSW704009879,-34.02588035,151.01132786,fh228,-34.03729,151.11516
GANSW704009879,-34.02588035,151.01132786,fh25,-33.77555,150.91754
GANSW704038710,-33.37858594,151.48163342,fh112,-33.701447,151.11295
GANSW704038710,-33.37858594,151.48163342,fh22,-33.02463,151.64818
GANSW704038710,-33.37858594,151.48163342,fh279,-33.261112,151.48076
GANSW704049182,-33.65617375,151.29528648,fh228,-34.03729,151.11516
GANSW704049182,-33.65617375,151.29528648,fh92,-33.419453,151.34033
GANSW704049182,-33.65617375,151.29528648,fh25,-33.77555,150.91754
GANSW704059570,-30.45701379,152.89349187,fh141,-30.713724,152.91985
GANSW704059570,-30.45701379,152.89349187,fh74,-30.340626,152.71388
GANSW704059570,-30.45701379,152.89349187,fh21,-30.457256,152.8932
GANSW704082464,-33.92858467,151.08912538,fh228,-34.03729,151.11516
GANSW704082464,-33.92858467,151.08912538,fh49,-34.077652,150.80632
GANSW704082464,-33.92858467,151.08912538,fh25,-33.77555,150.91754
GANSW704091896,-33.34586376,151.43795494,fh22,-33.02463,151.64818
GANSW704091896,-33.34586376,151.43795494,fh279,-33.261112,151.48076
GANSW704091896,-33.34586376,151.43795494,fh112,-33.701447,151.11295
GANSW704098599,-32.8000575,151.65299636,fh46,-32.899372,151.72086
GANSW704098599,-32.8000575,151.65299636,fh143,-32.726723,151.54588
GANSW704098599,-32.8000575,151.65299636,fh22,-33.02463,151.64818
GANSW704111022,-33.95275114,151.08159063,fh49,-34.077652,150.80632
GANSW704111022,-33.95275114,151.08159063,fh228,-34.03729,151.11516
GANSW704111022,-33.95275114,151.08159063,fh25,-33.77555,150.91754
GANSW704118445,-33.94893469,151.11403766,fh49,-34.077652,150.80632
GANSW704118445,-33.94893469,151.11403766,fh228,-34.03729,151.11516
GANSW704118445,-33.94893469,151.11403766,fh25,-33.77555,150.91754
GANSW704133564,-33.88956071,151.02145411,fh49,-34.077652,150.80632
GANSW704133564,-33.88956071,151.02145411,fh25,-33.77555,150.91754
GANSW704133564,-33.88956071,151.02145411,fh228,-34.03729,151.11516
GANSW704135659,-33.78651845,150.91449154,fh49,-34.077652,150.80632
GANSW704135659,-33.78651845,150.91449154,fh228,-34.03729,151.11516
GANSW704135659,-33.78651845,150.91449154,fh25,-33.77555,150.91754
GANSW704146387,-33.78627991,150.91607191,fh228,-34.03729,151.11516
GANSW704146387,-33.78627991,150.91607191,fh25,-33.77555,150.91754
GANSW704146387,-33.78627991,150.91607191,fh49,-34.077652,150.80632
GANSW704148934,-33.76562879,150.88899982,fh49,-34.077652,150.80632
GANSW704148934,-33.76562879,150.88899982,fh228,-34.03729,151.11516
GANSW704148934,-33.76562879,150.88899982,fh25,-33.77555,150.91754
GANSW704154765,-30.32735705,153.06143437,fh21,-30.457256,152.8932
GANSW704154765,-30.32735705,153.06143437,fh141,-30.713724,152.91985
GANSW704154765,-30.32735705,153.06143437,fh74,-30.340626,152.71388
GANSW704179453,-33.89034732,151.26865685,fh228,-34.03729,151.11516
GANSW704179453,-33.89034732,151.26865685,fh25,-33.77555,150.91754
GANSW704179453,-33.89034732,151.26865685,fh49,-34.077652,150.80632
GANSW704182755,-33.89243738,151.26953461,fh112,-33.701447,151.11295
GANSW704182755,-33.89243738,151.26953461,fh80,-33.86012,150.90434
GANSW704182755,-33.89243738,151.26953461,fh50,-33.919594,151.09828
GANSW704193704,-33.94386534,151.20399099,fh25,-33.77555,150.91754
GANSW704193704,-33.94386534,151.20399099,fh49,-34.077652,150.80632
GANSW704193704,-33.94386534,151.20399099,fh228,-34.03729,151.11516
GANSW704198962,-33.90282779,150.8869873,fh228,-34.03729,151.11516
GANSW704198962,-33.90282779,150.8869873,fh25,-33.77555,150.91754
GANSW704198962,-33.90282779,150.8869873,fh49,-34.077652,150.80632
GANSW704208590,-33.94830939,151.20601876,fh80,-33.86012,150.90434
GANSW704208590,-33.94830939,151.20601876,fh112,-33.701447,151.11295
GANSW704208590,-33.94830939,151.20601876,fh50,-33.919594,151.09828
GANSW704235362,-33.88467284,151.10194253,fh49,-34.077652,150.80632
GANSW704235362,-33.88467284,151.10194253,fh25,-33.77555,150.91754
GANSW704235362,-33.88467284,151.10194253,fh228,-34.03729,151.11516
GANSW704268355,-33.2311724,151.53808643,fh46,-32.899372,151.72086
GANSW704268355,-33.2311724,151.53808643,fh22,-33.02463,151.64818
GANSW704268355,-33.2311724,151.53808643,fh279,-33.261112,151.48076
GANSW704273897,-33.89208367,150.92979897,fh25,-33.77555,150.91754
GANSW704273897,-33.89208367,150.92979897,fh228,-34.03729,151.11516
GANSW704273897,-33.89208367,150.92979897,fh49,-34.077652,150.80632
GANSW704278601,-33.89151461,150.90483985,fh49,-34.077652,150.80632
GANSW704278601,-33.89151461,150.90483985,fh25,-33.77555,150.91754
GANSW704278601,-33.89151461,150.90483985,fh228,-34.03729,151.11516
GANSW704279521,-33.91429221,150.883218,fh228,-34.03729,151.11516
GANSW704279521,-33.91429221,150.883218,fh25,-33.77555,150.91754
GANSW704279521,-33.91429221,150.883218,fh49,-34.077652,150.80632
GANSW704295726,-33.91357121,151.10520128,fh228,-34.03729,151.11516
GANSW704295726,-33.91357121,151.10520128,fh25,-33.77555,150.91754
GANSW704295726,-33.91357121,151.10520128,fh49,-34.077652,150.80632
GANSW704311732,-33.90929214,151.12015504,fh49,-34.077652,150.80632
GANSW704311732,-33.90929214,151.12015504,fh25,-33.77555,150.91754
GANSW704311732,-33.90929214,151.12015504,fh228,-34.03729,151.11516
GANSW704324728,-33.88433635,150.93618618,fh49,-34.077652,150.80632
GANSW704324728,-33.88433635,150.93618618,fh228,-34.03729,151.11516
GANSW704324728,-33.88433635,150.93618618,fh25,-33.77555,150.91754
GANSW704338906,-33.97049183,151.12693458,fh49,-34.077652,150.80632
GANSW704338906,-33.97049183,151.12693458,fh228,-34.03729,151.11516
GANSW704338906,-33.97049183,151.12693458,fh25,-33.77555,150.91754
GANSW704366346,-33.96102753,150.89473508,fh49,-34.077652,150.80632
GANSW704366346,-33.96102753,150.89473508,fh228,-34.03729,151.11516
GANSW704366346,-33.96102753,150.89473508,fh25,-33.77555,150.91754
GANSW704366904,-33.89686352,150.85417114,fh228,-34.03729,151.11516
GANSW704366904,-33.89686352,150.85417114,fh25,-33.77555,150.91754
GANSW704366904,-33.89686352,150.85417114,fh49,-34.077652,150.80632
GANSW704371072,-32.83185306,151.34645661,fh218,-32.567085,151.18573
GANSW704371072,-32.83185306,151.34645661,fh54,-32.827755,151.34839
GANSW704371072,-32.83185306,151.34645661,fh125,-32.825016,151.46301
GANSW704423158,-30.30429974,153.13511705,fh141,-30.713724,152.91985
GANSW704423158,-30.30429974,153.13511705,fh74,-30.340626,152.71388
GANSW704423158,-30.30429974,153.13511705,fh21,-30.457256,152.8932
GANSW704425767,-31.66362309,148.30330008,fh99,-31.329811,148.46922
GANSW704425767,-31.66362309,148.30330008,fh263,-31.693958,147.83568
GANSW704425767,-31.66362309,148.30330008,fh87,-31.704565,148.66489
GANSW704428991,-34.29752059,150.94021226,fh50,-33.919594,151.09828
GANSW704428991,-34.29752059,150.94021226,fh80,-33.86012,150.90434
GANSW704428991,-34.29752059,150.94021226,fh216,-34.558987,150.84094
GANSW704448428,-33.92416622,151.25003886,fh80,-33.86012,150.90434
GANSW704448428,-33.92416622,151.25003886,fh50,-33.919594,151.09828
GANSW704448428,-33.92416622,151.25003886,fh112,-33.701447,151.11295
GANSW704455864,-33.86305573,151.09553062,fh228,-34.03729,151.11516
GANSW704455864,-33.86305573,151.09553062,fh25,-33.77555,150.91754
GANSW704455864,-33.86305573,151.09553062,fh49,-34.077652,150.80632
GANSW704469328,-33.93406338,151.01634348,fh49,-34.077652,150.80632
GANSW704469328,-33.93406338,151.01634348,fh25,-33.77555,150.91754
GANSW704469328,-33.93406338,151.01634348,fh228,-34.03729,151.11516
GANSW704521012,-34.05058088,151.15285707,fh50,-33.919594,151.09828
GANSW704521012,-34.05058088,151.15285707,fh80,-33.86012,150.90434
GANSW704521012,-34.05058088,151.15285707,fh112,-33.701447,151.11295
GANSW704555757,-33.73253457,150.86021374,fh25,-33.77555,150.91754
GANSW704555757,-33.73253457,150.86021374,fh49,-34.077652,150.80632
GANSW704555757,-33.73253457,150.86021374,fh228,-34.03729,151.11516
GANSW704623723,-33.92929655,151.11745565,fh228,-34.03729,151.11516
GANSW704623723,-33.92929655,151.11745565,fh49,-34.077652,150.80632
GANSW704623723,-33.92929655,151.11745565,fh25,-33.77555,150.91754
GANSW704625856,-34.04089643,150.81444492,fh25,-33.77555,150.91754
GANSW704625856,-34.04089643,150.81444492,fh49,-34.077652,150.80632
GANSW704625856,-34.04089643,150.81444492,fh228,-34.03729,151.11516
GANSW704660517,-33.78578614,150.84850465,fh25,-33.77555,150.91754
GANSW704660517,-33.78578614,150.84850465,fh49,-34.077652,150.80632
GANSW704660517,-33.78578614,150.84850465,fh228,-34.03729,151.11516
GANSW704671332,-33.87741541,150.87506793,fh228,-34.03729,151.11516
GANSW704671332,-33.87741541,150.87506793,fh25,-33.77555,150.91754
GANSW704671332,-33.87741541,150.87506793,fh49,-34.077652,150.80632
GANSW704673613,-33.88213367,150.86582411,fh228,-34.03729,151.11516
GANSW704673613,-33.88213367,150.86582411,fh25,-33.77555,150.91754
GANSW704673613,-33.88213367,150.86582411,fh49,-34.077652,150.80632
GANSW704687694,-34.05491282,151.00162294,fh50,-33.919594,151.09828
GANSW704687694,-34.05491282,151.00162294,fh80,-33.86012,150.90434
GANSW704687694,-34.05491282,151.00162294,fh112,-33.701447,151.11295
GANSW704721617,-33.90175571,151.18561111,fh228,-34.03729,151.11516
GANSW704721617,-33.90175571,151.18561111,fh25,-33.77555,150.91754
GANSW704721617,-33.90175571,151.18561111,fh49,-34.077652,150.80632
GANSW704760051,-33.88105825,151.18066114,fh228,-34.03729,151.11516
GANSW704760051,-33.88105825,151.18066114,fh25,-33.77555,150.91754
GANSW704760051,-33.88105825,151.18066114,fh49,-34.077652,150.80632
GANSW704771053,-33.74876176,151.22532417,fh25,-33.77555,150.91754
GANSW704771053,-33.74876176,151.22532417,fh92,-33.419453,151.34033
GANSW704771053,-33.74876176,151.22532417,fh228,-34.03729,151.11516
GANSW704815308,-33.87506887,151.18504517,fh228,-34.03729,151.11516
GANSW704815308,-33.87506887,151.18504517,fh49,-34.077652,150.80632
GANSW704815308,-33.87506887,151.18504517,fh25,-33.77555,150.91754
GANSW704825216,-33.52913941,150.76740697,fh8,-33.859867,151.0332
GANSW704825216,-33.52913941,150.76740697,fh212,-33.795483,151.08975
GANSW704825216,-33.52913941,150.76740697,fh159,-33.76593,150.82965
GANSW704833077,-33.72873998,150.93222034,fh228,-34.03729,151.11516
GANSW704833077,-33.72873998,150.93222034,fh25,-33.77555,150.91754
GANSW704833077,-33.72873998,150.93222034,fh49,-34.077652,150.80632
GANSW704906301,-34.04509405,151.08541711,fh112,-33.701447,151.11295
GANSW704906301,-34.04509405,151.08541711,fh50,-33.919594,151.09828
GANSW704906301,-34.04509405,151.08541711,fh80,-33.86012,150.90434
GANSW704917948,-33.25536414,151.48491734,fh46,-32.899372,151.72086
GANSW704917948,-33.25536414,151.48491734,fh22,-33.02463,151.64818
GANSW704917948,-33.25536414,151.48491734,fh279,-33.261112,151.48076
GANSW704945132,-34.20015752,150.9819518,fh80,-33.86012,150.90434
GANSW704945132,-34.20015752,150.9819518,fh216,-34.558987,150.84094
GANSW704945132,-34.20015752,150.9819518,fh50,-33.919594,151.09828
GANSW704970476,-33.91079059,150.86142253,fh25,-33.77555,150.91754
GANSW704970476,-33.91079059,150.86142253,fh49,-34.077652,150.80632
GANSW704970476,-33.91079059,150.86142253,fh228,-34.03729,151.11516
GANSW704983158,-33.86851386,151.06914364,fh228,-34.03729,151.11516
GANSW704983158,-33.86851386,151.06914364,fh49,-34.077652,150.80632
GANSW704983158,-33.86851386,151.06914364,fh25,-33.77555,150.91754
GANSW704989054,-33.66244143,151.10203535,fh228,-34.03729,151.11516
GANSW704989054,-33.66244143,151.10203535,fh92,-33.419453,151.34033
GANSW704989054,-33.66244143,151.10203535,fh25,-33.77555,150.91754
GANSW705003233,-33.66802758,151.09395964,fh25,-33.77555,150.91754
GANSW705003233,-33.66802758,151.09395964,fh228,-34.03729,151.11516
GANSW705003233,-33.66802758,151.09395964,fh92,-33.419453,151.34033
GANSW705021479,-33.97386477,151.09475567,fh25,-33.77555,150.91754
GANSW705021479,-33.97386477,151.09475567,fh228,-34.03729,151.11516
GANSW705021479,-33.97386477,151.09475567,fh49,-34.077652,150.80632
GANSW705029831,-33.22804282,151.41924059,fh22,-33.02463,151.64818
GANSW705029831,-33.22804282,151.41924059,fh279,-33.261112,151.48076
GANSW705029831,-33.22804282,151.41924059,fh46,-32.899372,151.72086
GANSW705046281,-34.01046701,151.0865838,fh25,-33.77555,150.91754
GANSW705046281,-34.01046701,151.0865838,fh49,-34.077652,150.80632
GANSW705046281,-34.01046701,151.0865838,fh228,-34.03729,151.11516
GANSW705095347,-33.92108227,151.23093524,fh228,-34.03729,151.11516
GANSW705095347,-33.92108227,151.23093524,fh49,-34.077652,150.80632
GANSW705095347,-33.92108227,151.23093524,fh25,-33.77555,150.91754
GANSW705114200,-33.92085483,151.22627649,fh25,-33.77555,150.91754
GANSW705114200,-33.92085483,151.22627649,fh49,-34.077652,150.80632
GANSW705114200,-33.92085483,151.22627649,fh228,-34.03729,151.11516
GANSW705115411,-33.97079924,151.13601853,fh49,-34.077652,150.80632
GANSW705115411,-33.97079924,151.13601853,fh25,-33.77555,150.91754
GANSW705115411,-33.97079924,151.13601853,fh228,-34.03729,151.11516
GANSW705128599,-32.81273819,151.4839145,fh125,-32.825016,151.46301
GANSW705128599,-32.81273819,151.4839145,fh54,-32.827755,151.34839
GANSW705128599,-32.81273819,151.4839145,fh218,-32.567085,151.18573
GANSW705196670,-28.7895939,153.59186572,fh43,-28.637365,153.5559
GANSW705196670,-28.7895939,153.59186572,fh172,-28.59737,153.22319
GANSW705196670,-28.7895939,153.59186572,fh12,-28.863525,153.56401
GANSW705209410,-34.05651077,150.84597511,fh228,-34.03729,151.11516
GANSW705209410,-34.05651077,150.84597511,fh25,-33.77555,150.91754
GANSW705209410,-34.05651077,150.84597511,fh49,-34.077652,150.80632
GANSW705231496,-34.04076931,151.04525693,fh49,-34.077652,150.80632
GANSW705231496,-34.04076931,151.04525693,fh228,-34.03729,151.11516
GANSW705231496,-34.04076931,151.04525693,fh25,-33.77555,150.91754
GANSW705234131,-34.04953023,151.04472973,fh25,-33.77555,150.91754
GANSW705234131,-34.04953023,151.04472973,fh49,-34.077652,150.80632
GANSW705234131,-34.04953023,151.04472973,fh228,-34.03729,151.11516
GANSW705253740,-32.73033429,151.55198371,fh143,-32.726723,151.54588
GANSW705253740,-32.73033429,151.55198371,fh46,-32.899372,151.72086
GANSW705253740,-32.73033429,151.55198371,fh22,-33.02463,151.64818
GANSW705265768,-33.99468757,150.89482554,fh228,-34.03729,151.11516
GANSW705265768,-33.99468757,150.89482554,fh25,-33.77555,150.91754
GANSW705265768,-33.99468757,150.89482554,fh49,-34.077652,150.80632
GANSW705297563,-33.9462952,151.24394729,fh80,-33.86012,150.90434
GANSW705297563,-33.9462952,151.24394729,fh50,-33.919594,151.09828
GANSW705297563,-33.9462952,151.24394729,fh112,-33.701447,151.11295
GANSW705297700,-33.9416589,151.23602589,fh49,-34.077652,150.80632
GANSW705297700,-33.9416589,151.23602589,fh80,-33.86012,150.90434
GANSW705297700,-33.9416589,151.23602589,fh50,-33.919594,151.09828
GANSW705297700,-33.9416589,151.23602589,fh112,-33.701447,151.11295
GANSW705297700,-33.9416589,151.23602589,fh228,-34.03729,151.11516
GANSW705297700,-33.9416589,151.23602589,fh25,-33.77555,150.91754
GANSW705300964,-33.93886374,151.23996906,fh25,-33.77555,150.91754
GANSW705300964,-33.93886374,151.23996906,fh228,-34.03729,151.11516
GANSW705300964,-33.93886374,151.23996906,fh49,-34.077652,150.80632
GANSW705305279,-33.94616185,151.23532003,fh80,-33.86012,150.90434
GANSW705305279,-33.94616185,151.23532003,fh112,-33.701447,151.11295
GANSW705305279,-33.94616185,151.23532003,fh50,-33.919594,151.09828
GANSW705308249,-33.92861749,151.20215492,fh49,-34.077652,150.80632
GANSW705308249,-33.92861749,151.20215492,fh228,-34.03729,151.11516
GANSW705308249,-33.92861749,151.20215492,fh25,-33.77555,150.91754
GANSW705311027,-33.90208635,151.16754961,fh228,-34.03729,151.11516
GANSW705311027,-33.90208635,151.16754961,fh49,-34.077652,150.80632
GANSW705311027,-33.90208635,151.16754961,fh25,-33.77555,150.91754
GANSW705311935,-33.91326562,151.13961863,fh25,-33.77555,150.91754
GANSW705311935,-33.91326562,151.13961863,fh228,-34.03729,151.11516
GANSW705311935,-33.91326562,151.13961863,fh49,-34.077652,150.80632
GANSW705325581,-32.73794479,151.88315439,fh143,-32.726723,151.54588
GANSW705325581,-32.73794479,151.88315439,fh46,-32.899372,151.72086
GANSW705325581,-32.73794479,151.88315439,fh22,-33.02463,151.64818
GANSW705332722,-33.8187178,151.08877908,fh49,-34.077652,150.80632
GANSW705332722,-33.8187178,151.08877908,fh228,-34.03729,151.11516
GANSW705332722,-33.8187178,151.08877908,fh25,-33.77555,150.91754
GANSW705380404,-34.0203766,150.85756627,fh49,-34.077652,150.80632
GANSW705380404,-34.0203766,150.85756627,fh25,-33.77555,150.91754
GANSW705380404,-34.0203766,150.85756627,fh228,-34.03729,151.11516
GANSW705387328,-34.04311963,151.09224366,fh112,-33.701447,151.11295
GANSW705387328,-34.04311963,151.09224366,fh50,-33.919594,151.09828
GANSW705387328,-34.04311963,151.09224366,fh80,-33.86012,150.90434
GANSW705405528,-33.97089115,151.08205141,fh25,-33.77555,150.91754
GANSW705405528,-33.97089115,151.08205141,fh228,-34.03729,151.11516
GANSW705405528,-33.97089115,151.08205141,fh49,-34.077652,150.80632
GANSW705408106,-33.97064456,151.07437816,fh49,-34.077652,150.80632
GANSW705408106,-33.97064456,151.07437816,fh25,-33.77555,150.91754
GANSW705408106,-33.97064456,151.07437816,fh228,-34.03729,151.11516
GANSW705431189,-34.07120739,150.64296216,fh25,-33.77555,150.91754
GANSW705431189,-34.07120739,150.64296216,fh49,-34.077652,150.80632
GANSW705431189,-34.07120739,150.64296216,fh228,-34.03729,151.11516
GANSW705436601,-33.90855076,150.90752592,fh49,-34.077652,150.80632
GANSW705436601,-33.90855076,150.90752592,fh228,-34.03729,151.11516
GANSW705436601,-33.90855076,150.90752592,fh25,-33.77555,150.91754
GANSW705439142,-33.90147353,150.90695044,fh228,-34.03729,151.11516
GANSW705439142,-33.90147353,150.90695044,fh25,-33.77555,150.91754
GANSW705439142,-33.90147353,150.90695044,fh49,-34.077652,150.80632
GANSW705477884,-33.38884053,151.34185289,fh112,-33.701447,151.11295
GANSW705477884,-33.38884053,151.34185289,fh22,-33.02463,151.64818
GANSW705477884,-33.38884053,151.34185289,fh279,-33.261112,151.48076
GANSW705481843,-33.83349278,151.0619209,fh228,-34.03729,151.11516
GANSW705481843,-33.83349278,151.0619209,fh49,-34.077652,150.80632
GANSW705481843,-33.83349278,151.0619209,fh25,-33.77555,150.91754
GANSW705513534,-28.51559112,153.54982571,fh43,-28.637365,153.5559
GANSW705513534,-28.51559112,153.54982571,fh172,-28.59737,153.22319
GANSW705513534,-28.51559112,153.54982571,fh12,-28.863525,153.56401
GANSW705604481,-33.96092039,151.03895265,fh49,-34.077652,150.80632
GANSW705604481,-33.96092039,151.03895265,fh228,-34.03729,151.11516
GANSW705604481,-33.96092039,151.03895265,fh25,-33.77555,150.91754
GANSW705606213,-33.36538273,151.3793709,fh112,-33.701447,151.11295
GANSW705606213,-33.36538273,151.3793709,fh279,-33.261112,151.48076
GANSW705606213,-33.36538273,151.3793709,fh22,-33.02463,151.64818
GANSW705612390,-33.97805321,151.07270082,fh49,-34.077652,150.80632
GANSW705612390,-33.97805321,151.07270082,fh228,-34.03729,151.11516
GANSW705612390,-33.97805321,151.07270082,fh25,-33.77555,150.91754
GANSW705645299,-33.95382563,151.06241179,fh25,-33.77555,150.91754
GANSW705645299,-33.95382563,151.06241179,fh228,-34.03729,151.11516
GANSW705645299,-33.95382563,151.06241179,fh49,-34.077652,150.80632
GANSW705651810,-33.12618153,148.17969358,fh128,-33.15151,148.16975
GANSW705651810,-33.12618153,148.17969358,fh182,-32.73591,148.19962
GANSW705651810,-33.12618153,148.17969358,fh127,-33.396282,148.01382
GANSW705669514,-33.75111736,150.70684438,fh228,-34.03729,151.11516
GANSW705669514,-33.75111736,150.70684438,fh49,-34.077652,150.80632
GANSW705669514,-33.75111736,150.70684438,fh25,-33.77555,150.91754
GANSW705695194,-33.97497922,151.08853534,fh228,-34.03729,151.11516
GANSW705695194,-33.97497922,151.08853534,fh49,-34.077652,150.80632
GANSW705695194,-33.97497922,151.08853534,fh25,-33.77555,150.91754
GANSW705711522,-33.82955019,151.10955807,fh49,-34.077652,150.80632
GANSW705711522,-33.82955019,151.10955807,fh228,-34.03729,151.11516
GANSW705711522,-33.82955019,151.10955807,fh25,-33.77555,150.91754
GANSW705724829,-33.829542,151.10653654,fh25,-33.77555,150.91754
GANSW705724829,-33.829542,151.10653654,fh49,-34.077652,150.80632
GANSW705724829,-33.829542,151.10653654,fh228,-34.03729,151.11516
GANSW705759152,-33.90398256,151.24798522,fh80,-33.86012,150.90434
GANSW705759152,-33.90398256,151.24798522,fh112,-33.701447,151.11295
GANSW705759152,-33.90398256,151.24798522,fh50,-33.919594,151.09828
GANSW705762290,-32.74895828,151.76015406,fh54,-32.827755,151.34839
GANSW705762290,-32.74895828,151.76015406,fh125,-32.825016,151.46301
GANSW705762290,-32.74895828,151.76015406,fh77,-32.401947,151.74615
GANSW705779329,-33.90429186,151.24757367,fh228,-34.03729,151.11516
GANSW705779329,-33.90429186,151.24757367,fh49,-34.077652,150.80632
GANSW705779329,-33.90429186,151.24757367,fh25,-33.77555,150.91754
GANSW705786707,-30.44303444,153.03112708,fh21,-30.457256,152.8932
GANSW705786707,-30.44303444,153.03112708,fh74,-30.340626,152.71388
GANSW705786707,-30.44303444,153.03112708,fh141,-30.713724,152.91985
GANSW705803210,-33.91367787,151.24502151,fh228,-34.03729,151.11516
GANSW705803210,-33.91367787,151.24502151,fh49,-34.077652,150.80632
GANSW705803210,-33.91367787,151.24502151,fh25,-33.77555,150.91754
GANSW705810864,-34.06403618,150.84785858,fh49,-34.077652,150.80632
GANSW705810864,-34.06403618,150.84785858,fh228,-34.03729,151.11516
GANSW705810864,-34.06403618,150.84785858,fh25,-33.77555,150.91754
GANSW705822689,-33.95157023,151.14057495,fh228,-34.03729,151.11516
GANSW705822689,-33.95157023,151.14057495,fh49,-34.077652,150.80632
GANSW705822689,-33.95157023,151.14057495,fh25,-33.77555,150.91754
GANSW705836219,-33.87713201,151.27129041,fh49,-34.077652,150.80632
GANSW705836219,-33.87713201,151.27129041,fh25,-33.77555,150.91754
GANSW705836219,-33.87713201,151.27129041,fh228,-34.03729,151.11516
GANSW705846770,-33.87505081,151.27363655,fh50,-33.919594,151.09828
GANSW705846770,-33.87505081,151.27363655,fh112,-33.701447,151.11295
GANSW705846770,-33.87505081,151.27363655,fh80,-33.86012,150.90434
GANSW705863961,-32.66462435,151.72311114,fh22,-33.02463,151.64818
GANSW705863961,-32.66462435,151.72311114,fh143,-32.726723,151.54588
GANSW705863961,-32.66462435,151.72311114,fh46,-32.899372,151.72086
GANSW705881332,-33.99663551,151.13095678,fh112,-33.701447,151.11295
GANSW705881332,-33.99663551,151.13095678,fh50,-33.919594,151.09828
GANSW705881332,-33.99663551,151.13095678,fh80,-33.86012,150.90434
GANSW705891315,-33.99175784,151.14019643,fh228,-34.03729,151.11516
GANSW705891315,-33.99175784,151.14019643,fh112,-33.701447,151.11295
GANSW705891315,-33.99175784,151.14019643,fh50,-33.919594,151.09828
GANSW705891315,-33.99175784,151.14019643,fh25,-33.77555,150.91754
GANSW705891315,-33.99175784,151.14019643,fh49,-34.077652,150.80632
GANSW705891315,-33.99175784,151.14019643,fh80,-33.86012,150.90434
GANSW705898468,-33.76398784,150.94729209,fh25,-33.77555,150.91754
GANSW705898468,-33.76398784,150.94729209,fh228,-34.03729,151.11516
GANSW705898468,-33.76398784,150.94729209,fh49,-34.077652,150.80632
GANSW705903530,-33.21571376,151.51319457,fh279,-33.261112,151.48076
GANSW705903530,-33.21571376,151.51319457,fh22,-33.02463,151.64818
GANSW705903530,-33.21571376,151.51319457,fh46,-32.899372,151.72086
GANSW705905650,-33.78955338,150.9252269,fh228,-34.03729,151.11516
GANSW705905650,-33.78955338,150.9252269,fh25,-33.77555,150.91754
GANSW705905650,-33.78955338,150.9252269,fh49,-34.077652,150.80632
GANSW705912409,-33.79673329,151.24657409,fh228,-34.03729,151.11516
GANSW705912409,-33.79673329,151.24657409,fh92,-33.419453,151.34033
GANSW705912409,-33.79673329,151.24657409,fh25,-33.77555,150.91754
GANSW705916438,-33.74324789,151.17673468,fh92,-33.419453,151.34033
GANSW705916438,-33.74324789,151.17673468,fh228,-34.03729,151.11516
GANSW705916438,-33.74324789,151.17673468,fh25,-33.77555,150.91754
GANSW705929609,-34.11000553,150.80047798,fh25,-33.77555,150.91754
GANSW705929609,-34.11000553,150.80047798,fh49,-34.077652,150.80632
GANSW705929609,-34.11000553,150.80047798,fh228,-34.03729,151.11516
GANSW705963067,-34.07283393,150.71685481,fh49,-34.077652,150.80632
