address_detail_pid,id,dist_km,dist_hr
GANSW704182755,fh80,41.8464,0.76325
GANSW704182755,fh50,19.255,0.46702777777777776
GANSW704193704,fh25,38.0565,0.6730833333333333
GANSW704193704,fh49,49.644,0.7505277777777778
GANSW704193704,fh228,17.0929,0.3785277777777778
GANSW704198962,fh228,34.159099999999995,0.5986388888888888
GANSW704198962,fh25,17.764400000000002,0.39122222222222225
GANSW704198962,fh49,25.4665,0.44925
GANSW704208590,fh80,39.397800000000004,0.6716944444444444
GANSW704208590,fh112,37.912800000000004,0.7093055555555555
GANSW704208590,fh50,13.095,0.2807222222222222
GANSW704235362,fh49,42.307900000000004,0.6925833333333333
GANSW704235362,fh25,24.9384,0.4142777777777778
GANSW704235362,fh228,20.0693,0.4628055555555555
GANSW704268355,fh46,51.8228,0.9096388888888889
GANSW704268355,fh22,34.8071,0.6230555555555556
GANSW704268355,fh279,12.6782,0.2497777777777778
GANSW704273897,fh25,15.995,0.3393333333333333
GANSW704273897,fh228,34.229,0.6083888888888889
GANSW704273897,fh49,26.6655,0.4854444444444444
GANSW704278601,fh49,27.130599999999998,0.49733333333333335
GANSW704278601,fh25,15.532,0.3400833333333333
GANSW704278601,fh228,34.6941,0.6202777777777778
GANSW704279521,fh228,33.927800000000005,0.6034444444444444
GANSW704279521,fh25,19.700599999999998,0.4273888888888889
GANSW704279521,fh49,23.515900000000002,0.4047777777777778
GANSW704295726,fh228,16.574099999999998,0.3746944444444445
GANSW704295726,fh25,28.825200000000002,0.5073055555555556
GANSW704295726,fh49,42.709300000000006,0.6393888888888889
GANSW704311732,fh49,44.0276,0.6692777777777777
GANSW704311732,fh25,31.2332,0.5247222222222222
GANSW704311732,fh228,17.892400000000002,0.40458333333333335
GANSW704324728,fh49,28.3629,0.51825
GANSW704324728,fh228,32.118700000000004,0.6403888888888889
GANSW704324728,fh25,17.473200000000002,0.3283611111111111
GANSW704338906,fh49,42.9254,0.6725277777777777
GANSW704338906,fh228,9.270100000000001,0.20955555555555555
GANSW704338906,fh25,36.1286,0.6388333333333334
GANSW704366346,fh49,18.662,0.32758333333333334
GANSW704366346,fh228,32.2651,0.5789166666666666
GANSW704366346,fh25,31.4771,0.4726666666666666
GANSW704366904,fh228,40.971199999999996,0.6790277777777778
GANSW704366904,fh25,22.6322,0.3835277777777778
GANSW704366904,fh49,26.6265,0.43636111111111114
GANSW704371072,fh218,44.8784,0.6867500000000001
GANSW704371072,fh54,0.995,0.033277777777777774
GANSW704371072,fh125,13.8669,0.2907222222222222
GANSW704423158,fh141,58.4103,0.7815555555555556
GANSW704423158,fh74,66.36789999999999,1.0276944444444445
GANSW704423158,fh21,38.2229,0.5941111111111111
GANSW704425767,fh99,51.4079,1.0294999999999999
GANSW704425767,fh263,49.8894,0.6465000000000001
GANSW704425767,fh87,37.1697,0.4955555555555556
GANSW704428991,fh50,64.8622,1.0326111111111111
GANSW704428991,fh80,72.6198,1.1670833333333333
GANSW704428991,fh216,35.885,0.6299444444444445
GANSW704448428,fh80,40.6328,0.7648055555555556
GANSW704448428,fh50,17.210099999999997,0.40769444444444447
GANSW704448428,fh112,35.117599999999996,0.6926666666666667
GANSW704455864,fh228,23.6449,0.5283611111111111
GANSW704455864,fh25,22.7633,0.3469166666666667
GANSW704455864,fh49,44.514,0.7443333333333333
GANSW704469328,fh49,33.5081,0.5071111111111111
GANSW704469328,fh25,28.6861,0.5032222222222222
GANSW704469328,fh228,19.3242,0.3788888888888889
GANSW704521012,fh50,19.7904,0.42619444444444443
GANSW704521012,fh80,43.6653,0.7794166666666666
GANSW704521012,fh112,49.749199999999995,1.0018333333333334
GANSW704555757,fh25,9.0372,0.1945
GANSW704555757,fh49,45.726099999999995,0.6567777777777778
GANSW704555757,fh228,60.070800000000006,0.8994444444444445
GANSW704623723,fh228,14.9417,0.3455277777777778
GANSW704623723,fh49,41.2558,0.6105555555555555
GANSW704623723,fh25,31.587400000000002,0.5585555555555556
GANSW704625856,fh25,41.0241,0.5782777777777778
GANSW704625856,fh49,6.609,0.18322222222222223
GANSW704625856,fh228,44.6625,0.7020277777777778
GANSW704660517,fh25,9.6651,0.18391666666666667
GANSW704660517,fh49,39.113800000000005,0.5839444444444444
GANSW704660517,fh228,46.9867,0.8123333333333334
GANSW704671332,fh228,38.2094,0.6834444444444445
GANSW704671332,fh25,14.5385,0.3233333333333333
GANSW704671332,fh49,28.0214,0.4421388888888889
GANSW704673613,fh228,41.1126,0.6596388888888889
GANSW704673613,fh25,20.7865,0.32613888888888887
GANSW704673613,fh49,26.7679,0.4169722222222222
GANSW704687694,fh50,25.7637,0.5466666666666666
GANSW704687694,fh80,39.0414,0.7341944444444444
GANSW704687694,fh112,56.9595,1.0955000000000001
GANSW704721617,fh228,18.4715,0.4464722222222222
GANSW704721617,fh25,32.7447,0.5682222222222222
GANSW704721617,fh49,50.8069,0.7828333333333333
GANSW704760051,fh228,21.1769,0.50325
GANSW704760051,fh25,31.7393,0.5071666666666667
GANSW704760051,fh49,53.0175,0.8413611111111111
GANSW704771053,fh25,36.4938,0.6225833333333334
GANSW704771053,fh92,70.0266,1.0594166666666667
GANSW704771053,fh228,41.9565,0.7979444444444445
GANSW704815308,fh228,22.2248,0.5362777777777777
GANSW704815308,fh49,51.8014,0.8698888888888888
GANSW704815308,fh25,32.5746,0.5345833333333333
GANSW704825216,fh8,51.288,1.0353333333333332
GANSW704825216,fh212,51.7264,0.9975277777777778
GANSW704825216,fh159,36.4385,0.7684444444444445
GANSW704833077,fh228,46.4695,0.8659444444444445
GANSW704833077,fh25,7.4793,0.16577777777777777
GANSW704833077,fh49,53.499,0.7600277777777777
GANSW704906301,fh112,47.626,0.9885555555555556
GANSW704906301,fh50,18.3451,0.42858333333333337
GANSW704906301,fh80,41.850199999999994,0.7535555555555556
GANSW704917948,fh46,66.8565,0.9107222222222222
GANSW704917948,fh22,39.0019,0.703138888888889
GANSW704917948,fh279,3.2619000000000002,0.08361111111111111
GANSW704945132,fh80,52.8115,0.8971111111111111
GANSW704945132,fh216,52.591300000000004,0.7943888888888889
GANSW704945132,fh50,45.0539,0.7626388888888889
GANSW704970476,fh25,24.5062,0.41458333333333336
GANSW704970476,fh49,24.1429,0.40372222222222226
GANSW704970476,fh228,38.4876,0.6463888888888889
GANSW704983158,fh228,22.3514,0.4765277777777778
GANSW704983158,fh49,42.984,0.6844166666666667
GANSW704983158,fh25,21.5045,0.33269444444444446
GANSW704989054,fh228,52.839,1.03875
GANSW704989054,fh92,53.6084,0.8253333333333333
GANSW704989054,fh25,29.0634,0.5187222222222222
GANSW705003233,fh25,28.267,0.4967777777777778
GANSW705003233,fh228,52.0426,1.0168055555555555
GANSW705003233,fh92,52.8119,0.8033888888888888
GANSW705021479,fh25,34.0755,0.5879722222222221
GANSW705021479,fh228,9.877600000000001,0.22077777777777777
GANSW705021479,fh49,40.8724,0.6216666666666667
GANSW705029831,fh22,41.1464,0.6884444444444444
GANSW705029831,fh279,9.1005,0.17155555555555557
GANSW705029831,fh46,59.6533,0.7778333333333333
GANSW705046281,fh25,44.0171,0.7853611111111112
GANSW705046281,fh49,50.813900000000004,0.8190555555555555
GANSW705046281,fh228,6.461,0.16994444444444443
GANSW705095347,fh228,21.4467,0.4623333333333334
GANSW705095347,fh49,52.8513,0.8013888888888889
GANSW705095347,fh25,38.0961,0.6649444444444444
GANSW705114200,fh25,37.7157,0.6632499999999999
GANSW705114200,fh49,52.4709,0.7996944444444445
GANSW705114200,fh228,21.0663,0.4606388888888889
GANSW705115411,fh49,44.090900000000005,0.6977222222222222
GANSW705115411,fh25,37.2941,0.6640277777777778
GANSW705115411,fh228,8.6855,0.19191666666666665
GANSW705128599,fh125,3.3807,0.08555555555555555
GANSW705128599,fh54,14.7941,0.31405555555555553
GANSW705128599,fh218,46.7158,0.6303611111111111
GANSW705196670,fh43,26.6013,0.38975
GANSW705196670,fh172,67.63810000000001,1.2272777777777777
GANSW705196670,fh12,12.4291,0.24052777777777778
GANSW705209410,fh228,47.4185,0.7469444444444444
GANSW705209410,fh25,43.7801,0.6231944444444445
GANSW705209410,fh49,7.0924,0.1897777777777778
GANSW705231496,fh49,49.333,0.7969444444444445
GANSW705231496,fh228,8.0385,0.21530555555555556
GANSW705231496,fh25,44.879599999999996,0.7990833333333333
GANSW705234131,fh25,46.0803,0.8226944444444444
GANSW705234131,fh49,50.533699999999996,0.8205555555555556
GANSW705234131,fh228,9.2392,0.23891666666666667
GANSW705253740,fh143,1.1641,0.03861111111111111
GANSW705253740,fh46,28.2115,0.4933611111111111
GANSW705253740,fh22,43.7767,0.8166944444444444
GANSW705265768,fh228,36.2061,0.6643333333333333
GANSW705265768,fh25,36.4713,0.5776944444444444
GANSW705265768,fh49,14.8497,0.3486666666666667
GANSW705297563,fh80,44.0387,0.7438333333333333
GANSW705297563,fh50,17.7359,0.3528611111111111
GANSW705297563,fh112,39.290099999999995,0.7331388888888889
GANSW705297700,fh49,53.3478,0.8117500000000001
GANSW705297700,fh80,43.3486,0.7270277777777778
GANSW705297700,fh50,17.0457,0.33605555555555555
GANSW705297700,fh112,38.6,0.7163333333333334
GANSW705297700,fh228,20.7967,0.43975
GANSW705297700,fh25,40.079699999999995,0.7080555555555555
GANSW705300964,fh25,39.615199999999994,0.70125
GANSW705300964,fh228,21.422,0.4559444444444445
GANSW705300964,fh49,53.973099999999995,0.8279444444444444
GANSW705305279,fh80,43.3236,0.7267222222222222
GANSW705305279,fh112,38.575,0.7160277777777777
GANSW705305279,fh50,17.020799999999998,0.33575
GANSW705308249,fh49,50.1325,0.7513055555555556
GANSW705308249,fh228,17.581400000000002,0.37930555555555556
GANSW705308249,fh25,35.8977,0.6218888888888889
GANSW705311027,fh228,17.996,0.41438888888888886
GANSW705311027,fh49,49.111599999999996,0.7623333333333333
GANSW705311027,fh25,30.7836,0.5086666666666667
GANSW705311935,fh25,31.7645,0.5321666666666667
GANSW705311935,fh228,17.384700000000002,0.41341666666666665
GANSW705311935,fh49,44.7588,0.6945277777777779
GANSW705325581,fh143,41.4519,0.7431111111111111
GANSW705325581,fh46,30.620900000000002,0.5151944444444445
GANSW705325581,fh22,50.9059,0.9178333333333333
GANSW705332722,fh49,50.574,0.8249166666666666
GANSW705332722,fh228,29.9414,0.6170277777777778
GANSW705332722,fh25,23.0156,0.42216666666666663
GANSW705380404,fh49,9.4788,0.23063888888888887
GANSW705380404,fh25,39.8924,0.5915833333333332
GANSW705380404,fh228,43.5309,0.7153333333333333
GANSW705387328,fh112,46.6326,0.9521944444444445
GANSW705387328,fh50,17.3517,0.39222222222222225
GANSW705387328,fh80,40.5487,0.7297777777777777
GANSW705405528,fh25,33.924800000000005,0.58575
GANSW705405528,fh228,11.3354,0.2582777777777778
GANSW705405528,fh49,40.7217,0.6194444444444445
GANSW705408106,fh49,38.5436,0.5909444444444445
GANSW705408106,fh25,34.645900000000005,0.5891388888888889
GANSW705408106,fh228,12.3442,0.2855277777777778
GANSW705431189,fh25,52.9868,0.8263055555555555
GANSW705431189,fh49,19.8496,0.35608333333333336
GANSW705431189,fh228,64.2327,0.9703333333333333
GANSW705436601,fh49,24.8872,0.4455277777777778
GANSW705436601,fh228,32.4506,0.5684722222222223
GANSW705436601,fh25,17.098,0.3791388888888889
GANSW705439142,fh228,33.6061,0.5986111111111111
GANSW705439142,fh25,16.3085,0.3593333333333333
GANSW705439142,fh49,26.0426,0.4756666666666667
GANSW705477884,fh112,56.8678,0.8099722222222222
GANSW705477884,fh22,64.0859,1.0482222222222222
GANSW705477884,fh279,26.3693,0.5299444444444444
GANSW705481843,fh228,27.888900000000003,0.5706111111111111
GANSW705481843,fh49,47.0695,0.7536944444444444
GANSW705481843,fh25,19.4801,0.3133611111111111
GANSW705513534,fh43,15.5122,0.25202777777777774
GANSW705513534,fh172,71.4338,1.2305277777777777
GANSW705513534,fh12,43.4005,0.6032777777777778
GANSW705604481,fh49,35.2101,0.5248888888888888
GANSW705604481,fh228,19.4927,0.3723888888888889
GANSW705604481,fh25,30.756700000000002,0.5270277777777778
GANSW705606213,fh112,62.6864,0.8163888888888889
GANSW705606213,fh279,21.1286,0.4046666666666667
GANSW705606213,fh22,58.8452,0.9229444444444445
GANSW705612390,fh49,39.3947,0.6226944444444444
GANSW705612390,fh228,12.4089,0.29527777777777775
GANSW705612390,fh25,35.497099999999996,0.6208888888888888
GANSW705645299,fh25,31.9727,0.5548611111111111
GANSW705645299,fh228,13.85,0.3068888888888889
GANSW705645299,fh49,36.4882,0.5478055555555555
GANSW705651810,fh128,3.7679,0.10413888888888888
GANSW705651810,fh182,46.7317,0.6008055555555556
GANSW705651810,fh127,36.3805,0.5246944444444445
GANSW705669514,fh228,70.14,1.0425833333333334
GANSW705669514,fh49,46.3825,0.7898055555555556
GANSW705669514,fh25,27.9565,0.4250555555555556
GANSW705695194,fh228,10.445,0.23622222222222222
GANSW705695194,fh49,41.439699999999995,0.6371111111111111
GANSW705695194,fh25,34.642900000000004,0.6034166666666667
GANSW705711522,fh49,50.5041,0.8286111111111111
GANSW705711522,fh228,29.8715,0.6207222222222222
GANSW705711522,fh25,26.7752,0.4432222222222222
GANSW705724829,fh25,26.818099999999998,0.44630555555555557
GANSW705724829,fh49,50.5471,0.8316944444444444
GANSW705724829,fh228,29.9145,0.6238055555555555
GANSW705759152,fh80,39.455,0.7571666666666668
GANSW705759152,fh112,34.0078,0.6636111111111112
GANSW705759152,fh50,16.0323,0.40005555555555555
GANSW705762290,fh54,51.0775,0.84125
GANSW705762290,fh125,36.4991,0.6013888888888889
GANSW705762290,fh77,48.586800000000004,0.9043888888888889
GANSW705779329,fh228,24.989,0.515888888888889
GANSW705779329,fh49,55.0884,0.87325
GANSW705779329,fh25,43.7874,0.7000555555555555
GANSW705786707,fh21,18.0314,0.36877777777777776
GANSW705786707,fh74,46.1764,0.8023611111111111
GANSW705786707,fh141,41.204800000000006,0.5653333333333334
GANSW705803210,fh228,24.828799999999998,0.50675
GANSW705803210,fh49,55.030699999999996,0.8607222222222222
GANSW705803210,fh25,43.627199999999995,0.6909166666666667
GANSW705810864,fh49,7.339,0.19955555555555554
GANSW705810864,fh228,48.3692,0.7769166666666667
GANSW705810864,fh25,44.7308,0.6531666666666667
GANSW705822689,fh228,11.2452,0.26416666666666666
GANSW705822689,fh49,43.962300000000006,0.6817500000000001
GANSW705822689,fh25,35.2611,0.6511388888888888
GANSW705836219,fh49,59.5345,0.9571111111111111
GANSW705836219,fh25,41.324,0.7086944444444445
GANSW705836219,fh228,29.435200000000002,0.59975
GANSW705846770,fh50,21.1203,0.47430555555555554
GANSW705846770,fh112,34.67,0.6856388888888889
GANSW705846770,fh80,42.0725,0.7586944444444444
GANSW705863961,fh22,52.4026,0.9210833333333334
GANSW705863961,fh143,20.519,0.38891666666666663
GANSW705863961,fh46,33.3407,0.5746666666666668
GANSW705881332,fh112,42.1021,0.8748333333333334
GANSW705881332,fh50,10.9312,0.2650277777777778
GANSW705881332,fh80,36.0182,0.6524166666666666
GANSW705891315,fh228,7.0519,0.15638888888888888
GANSW705891315,fh112,45.717400000000005,0.8488611111111112
GANSW705891315,fh50,10.587200000000001,0.26441666666666663
GANSW705891315,fh25,38.8765,0.7028333333333333
GANSW705891315,fh49,45.673300000000005,0.7365277777777778
GANSW705891315,fh80,35.674099999999996,0.6518055555555555
GANSW705898468,fh25,3.648,0.08916666666666667
GANSW705898468,fh228,42.5389,0.81125
GANSW705898468,fh49,49.302800000000005,0.7544722222222222
GANSW705903530,fh279,6.8793,0.14655555555555555
GANSW705903530,fh22,32.860800000000005,0.5880000000000001
GANSW705903530,fh46,49.8765,0.8745833333333334
GANSW705905650,fh228,40.2887,0.7566388888888889
GANSW705905650,fh25,2.0219,0.05397222222222223
GANSW705905650,fh49,45.1502,0.6761944444444445
GANSW705912409,fh228,37.1433,0.7278333333333333
GANSW705912409,fh92,76.739,1.2028611111111112
GANSW705912409,fh25,39.9287,0.6521388888888888
GANSW705916438,fh92,60.8203,0.9305000000000001
GANSW705916438,fh228,43.2925,0.8601111111111112
GANSW705916438,fh25,30.302400000000002,0.5196111111111111
GANSW705929609,fh25,49.9174,0.7520555555555556
GANSW705929609,fh49,5.1146,0.1361388888888889
GANSW705929609,fh228,53.555800000000005,0.8758055555555556
GANSW705963067,fh49,14.248,0.27466666666666667
GANSW705963067,fh228,58.631099999999996,0.8889166666666667
GANSW705963067,fh25,47.3851,0.7448888888888888
GANSW705973191,fh172,76.0915,1.2923055555555556
GANSW705973191,fh43,12.3324,0.2896388888888889
GANSW705973191,fh12,26.2194,0.4425
GANSW706000870,fh50,18.924,0.4185277777777778
GANSW706000870,fh80,38.4919,0.6831111111111111
GANSW706000870,fh112,48.8225,0.9509444444444445
GANSW706034723,fh155,76.6936,1.1919722222222224
GANSW706034723,fh212,65.5074,0.97225
GANSW706034723,fh231,77.40289999999999,1.1651666666666667
GANSW706067770,fh112,43.4912,0.8903055555555556
GANSW706067770,fh80,37.407300000000006,0.6678888888888889
GANSW706067770,fh50,14.2103,0.33033333333333337
GANSW706069388,fh112,63.025400000000005,0.9385833333333333
GANSW706069388,fh22,59.903400000000005,1.1371666666666667
GANSW706069388,fh279,28.5164,0.5948333333333333
GANSW706127499,fh23,44.5259,0.6395277777777778
GANSW706127499,fh81,22.512900000000002,0.3361944444444444
GANSW706127499,fh246,0.9071,0.034416666666666665
GANSW706140360,fh25,28.206,0.5755277777777777
GANSW706140360,fh49,28.622700000000002,0.46894444444444444
GANSW706140360,fh228,29.5727,0.5231666666666667
GANSW706142931,fh228,32.0825,0.6550555555555555
GANSW706142931,fh92,85.9558,1.3490277777777777
GANSW706142931,fh25,43.061800000000005,0.7440277777777777
GANSW706147632,fh25,25.171799999999998,0.4583055555555556
GANSW706147632,fh228,42.350199999999994,0.8722222222222222
GANSW706147632,fh92,55.2621,0.7989444444444443
GANSW706169466,fh141,29.8933,0.4517777777777778
GANSW706169466,fh74,43.7796,0.7164444444444444
GANSW706169466,fh21,15.6346,0.2828611111111111
GANSW706176008,fh228,23.6113,0.5400277777777778
GANSW706176008,fh25,33.3897,0.5573611111111111
GANSW706176008,fh49,53.6308,0.8498888888888889
GANSW706207028,fh49,24.8165,0.44855555555555554
GANSW706207028,fh228,32.3799,0.5715
GANSW706207028,fh25,19.4931,0.4069722222222222
GANSW706218453,fh49,56.1253,0.8963611111111112
GANSW706218453,fh25,41.5015,0.7175555555555555
GANSW706218453,fh228,26.0259,0.539
GANSW706268091,fh25,25.110400000000002,0.3729444444444444
GANSW706268091,fh49,23.937900000000003,0.37630555555555556
GANSW706268091,fh228,38.282599999999995,0.6189722222222223
GANSW706286679,fh228,34.9808,0.6741111111111112
GANSW706286679,fh49,39.7224,0.7380000000000001
GANSW706286679,fh25,10.8643,0.22822222222222222
GANSW706310373,fh22,39.2971,0.6783333333333333
GANSW706310373,fh143,16.674799999999998,0.31752777777777774
GANSW706310373,fh46,32.2228,0.4855
GANSW706320418,fh80,42.1639,0.8051666666666666
GANSW706320418,fh50,27.908900000000003,0.6020833333333333
GANSW706320418,fh112,59.189,1.1583055555555555
GANSW706368145,fh228,36.6246,0.6866111111111112
GANSW706368145,fh25,7.2254,0.17022222222222222
GANSW706368145,fh49,38.333800000000004,0.7026388888888889
GANSW706375708,fh22,66.04960000000001,1.0827777777777778
GANSW706375708,fh279,28.333,0.5645
GANSW706375708,fh112,58.12,0.8470833333333333
GANSW706378572,fh80,43.9439,0.8606666666666667
GANSW706378572,fh50,29.6888,0.6575833333333334
GANSW706378572,fh112,60.969,1.2138055555555556
GANSW706393146,fh80,39.8203,0.7354444444444445
GANSW706393146,fh50,23.5214,0.5001388888888889
GANSW706393146,fh112,54.8016,1.056361111111111
GANSW706399494,fh112,60.3152,1.2010277777777778
GANSW706399494,fh50,29.0351,0.6448055555555556
GANSW706399494,fh80,43.290099999999995,0.8478888888888889
GANSW706402549,fh22,63.8604,1.0371666666666668
GANSW706402549,fh279,26.1437,0.5188888888888888
GANSW706402549,fh112,57.2413,0.8257222222222222
GANSW706405351,fh228,31.9621,0.6333055555555556
GANSW706405351,fh49,31.838099999999997,0.5821944444444445
GANSW706405351,fh25,14.807,0.27841666666666665
GANSW706405352,fh49,31.942400000000003,0.5863611111111111
GANSW706405352,fh25,14.9248,0.2761111111111111
GANSW706405352,fh228,31.8578,0.6291388888888889
GANSW706425469,fh25,17.554,0.3330833333333333
GANSW706425469,fh228,30.2457,0.6051944444444444
GANSW706425469,fh49,48.4876,0.7825
GANSW706447464,fh12,35.357099999999996,0.5555
GANSW706447464,fh172,77.3253,1.2892222222222223
GANSW706447464,fh43,7.4688,0.20425
GANSW706467302,fh25,26.2047,0.42575
GANSW706467302,fh49,49.933699999999995,0.8111388888888889
GANSW706467302,fh228,29.301099999999998,0.60325
GANSW706488880,fh25,29.942400000000003,0.5160555555555555
GANSW706488880,fh49,32.6163,0.4856111111111111
GANSW706488880,fh228,18.481,0.3788888888888889
GANSW706529158,fh228,11.389100000000001,0.24758333333333332
GANSW706529158,fh49,38.204800000000006,0.5545555555555556
GANSW706529158,fh25,31.408,0.5208611111111111
GANSW706529769,fh25,27.364099999999997,0.45983333333333337
GANSW706529769,fh49,47.573800000000006,0.8146944444444445
GANSW706529769,fh228,24.8293,0.5688055555555556
GANSW706552888,fh228,9.7679,0.21430555555555555
GANSW706552888,fh49,40.762699999999995,0.6151944444444444
GANSW706552888,fh25,33.9658,0.5815
GANSW706556730,fh228,40.9334,0.7873333333333333
GANSW706556730,fh25,35.470699999999994,0.6119722222222223
GANSW706556730,fh92,69.16860000000001,1.0728333333333333
GANSW706558653,fh50,16.8141,0.3293333333333333
GANSW706558653,fh80,39.204,0.7194444444444444
GANSW706558653,fh112,35.0765,0.6910277777777777
GANSW706560057,fh49,44.970699999999994,0.7380833333333333
GANSW706560057,fh228,22.8334,0.5274444444444444
GANSW706560057,fh25,22.5808,0.3580277777777778
GANSW706569054,fh228,19.218700000000002,0.45005555555555554
GANSW706569054,fh49,42.1815,0.68225
GANSW706569054,fh25,26.7551,0.4533055555555556
GANSW706583764,fh50,19.6713,0.40775
GANSW706583764,fh80,40.7615,0.7660555555555556
GANSW706583764,fh112,36.1843,0.7222222222222222
GANSW707450195,fh49,26.819599999999998,0.48894444444444446
GANSW707450195,fh25,15.759799999999998,0.3307222222222222
GANSW707450195,fh228,34.383,0.6118888888888889
GANSW707802249,fh49,36.2548,0.6679444444444445
GANSW707802249,fh228,27.6278,0.5575277777777777
GANSW707802249,fh25,18.1116,0.32422222222222224
GANSW708005730,fh228,20.0018,0.4216944444444444
GANSW708005730,fh25,39.516,0.6989444444444444
GANSW708005730,fh49,52.5529,0.7936944444444445
GANSW708129605,fh228,12.4131,0.27569444444444446
GANSW708129605,fh25,37.4945,0.6530833333333333
GANSW708129605,fh49,46.3296,0.691
GANSW708725847,fh125,44.038,0.7299444444444445
GANSW708725847,fh54,31.2946,0.4748333333333334
GANSW708725847,fh218,27.3517,0.5166666666666667
GANSW708758778,fh49,26.6319,0.48547222222222225
GANSW708758778,fh228,29.379900000000003,0.5964722222222223
GANSW708758778,fh25,20.5669,0.3856111111111111
GANSW708995055,fh25,8.8683,0.18097222222222223
GANSW708995055,fh228,59.8382,0.889
GANSW708995055,fh49,45.4935,0.6463333333333334
GANSW709012202,fh228,45.7375,0.8086666666666666
GANSW709012202,fh49,41.401,0.6264722222222223
GANSW709012202,fh25,5.288600000000001,0.11274999999999999
GANSW709360724,fh228,46.6076,0.7163055555555555
GANSW709360724,fh25,14.4664,0.23394444444444445
GANSW709360724,fh49,32.2629,0.4736388888888889
GANSW709366654,fh228,49.814699999999995,0.8119444444444445
GANSW709366654,fh49,35.47,0.5692777777777778
GANSW709366654,fh25,17.6735,0.32958333333333334
